class,pos,lemma,deprels,SIP/NSIP,factuality_type,factuality_type_full
want,NOUN,development,prep_of,NSIP,projective,NSIP_projective
want,NOUN,enforcement,prep_of;prep,NSIP,projective,NSIP_projective
want,NOUN,evidence,xcomp,NSIP,projective,NSIP_projective
want,NOUN,goal,xcomp,NSIP,projective,NSIP_projective
want,NOUN,hope,xcomp;prep_of,NSIP,projective,NSIP_projective
want,NOUN,intent,xcomp;purpcl;prep_on;prep_of;infmod,NSIP,projective,NSIP_projective
want,NOUN,intention,xcomp;purpcl;prep_of;infmod;prep,NSIP,projective,NSIP_projective
want,NOUN,invitation,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,need,prep_of;xcomp;infmod;purpcl,NSIP,projective,NSIP_projective
want,NOUN,negotiation,prep_of;prep_for;xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,offer,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,option,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,order,xcomp;purpcl;infmod;dobj,NSIP,projective,NSIP_projective
want,NOUN,permission,xcomp;purpcl;infmod;prep_for,NSIP,projective,NSIP_projective
want,NOUN,permit,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,plan,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,potential,xcomp;purpcl;prep_of;infmod;prep_for,NSIP,projective,NSIP_projective
want,NOUN,preference,xcomp;purpcl;infmod;prep_for,NSIP,projective,NSIP_projective
want,NOUN,proposal,prep_of;prep_for;prep;infmod,NSIP,projective,NSIP_projective
want,NOUN,right,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,search,prep_of;prep_for;xcomp;prep;purpcl,NSIP,projective,NSIP_projective
want,NOUN,struggle,xcomp;prep_for;infmod;purpcl,NSIP,projective,NSIP_projective
want,NOUN,subject,prep_to;xcomp;infmod;purpcl,NSIP,projective,NSIP_projective
want,NOUN,threat,prep_of;prep,NSIP,projective,NSIP_projective
want,NOUN,willingness,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,wish,xcomp;purpcl;prep_of;ccomp,NSIP,projective,NSIP_projective
want,ADJ,able,prep_of,NSIP,projective,NSIP_projective
want,ADJ,anxious,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,better,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,capable,prep_of,NSIP,projective,NSIP_projective
want,ADJ,certain,ifcomp,NSIP,projective,NSIP_projective
want,ADJ,conditional,prep_on,NSIP,projective,NSIP_projective
want,ADJ,dependent,prep_on;prep,NSIP,projective,NSIP_projective
want,ADJ,difficult,xcomp,NSIP,projective,NSIP_projective
want,ADJ,eager,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,eligible,xcomp;prep_for,NSIP,projective,NSIP_projective
want,ADJ,important,xcomp;infmod;ccomp,NSIP,projective,NSIP_projective
want,ADJ,intent,prep_on,NSIP,projective,NSIP_projective
want,ADJ,keen,xcomp;purpcl;prep_on;infmod;prep_for;prep,NSIP,projective,NSIP_projective
want,ADJ,lucky,xcomp;infmod;ccomp,NSIP,projective,NSIP_projective
want,ADJ,necessary,xcomp;infmod;ccomp,NSIP,projective,NSIP_projective
want,ADJ,negative,xcomp;infmod,NSIP,projective,NSIP_projective
want,ADJ,poised,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,positive,xcomp;infmod,NSIP,projective,NSIP_projective
want,ADJ,ready,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,reluctant,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,responsible,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,sufficient,xcomp;infmod,NSIP,projective,NSIP_projective
want,ADJ,unwilling,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,urgent,xcomp;infmod;ccomp,NSIP,projective,NSIP_projective
want,ADJ,vital,xcomp;ccomp;infmod;nsubj,NSIP,projective,NSIP_projective
want,ADJ,willing,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,worse,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,ADJ,worthwhile,xcomp;ccomp;nsubj,NSIP,projective,NSIP_projective
wonder,VERB,ask,ifcomp,SIP,interrogative,SIP_interrogative
wonder,VERB,check,ifcomp;ccomp,SIP,interrogative,SIP_interrogative
wonder,VERB,choose,ifcomp,SIP,interrogative,SIP_interrogative
wonder,VERB,determine,ifcomp,SIP,interrogative,SIP_interrogative
wonder,VERB,hope,xcomp;purpcl;ccomp,SIP,interrogative,SIP_interrogative
wonder,VERB,investigate,ifcomp,SIP,interrogative,SIP_interrogative
wonder,VERB,mean,xcomp;purpcl,SIP,interrogative,SIP_interrogative
wonder,VERB,oppose,dobj;ccomp,SIP,interrogative,SIP_interrogative
wonder,VERB,question,ccomp,SIP,interrogative,SIP_interrogative
wonder,VERB,say,prep_of,SIP,interrogative,SIP_interrogative
wonder,VERB,verify,ifcomp;ccomp,SIP,interrogative,SIP_interrogative
wonder,VERB,vow,ccomp,SIP,interrogative,SIP_interrogative
wonder,VERB,wonder,ifcomp;ccomp,SIP,interrogative,SIP_interrogative
wonder,NOUN,call,xcomp;purpcl;infmod,SIP,interrogative,SIP_interrogative
wonder,NOUN,hope,xcomp;purpcl;infmod;ccomp,SIP,interrogative,SIP_interrogative
wonder,NOUN,talk,prep_about;prep,SIP,interrogative,SIP_interrogative
wonder,ADJ,worthwhile,xcomp;ccomp;nsubj,SIP,interrogative,SIP_interrogative
